,loss,accuracy,val_loss,val_accuracy
0,2.028648853302002,0.27399998903274536,1.8286771774291992,0.3447999954223633
1,1.7150466442108154,0.38993334770202637,1.6400431394577026,0.40639999508857727
2,1.5961047410964966,0.4282222092151642,1.558760643005371,0.4343999922275543
3,1.5375595092773438,0.4504222273826599,1.5145719051361084,0.45739999413490295
4,1.4971997737884521,0.4660888910293579,1.4790937900543213,0.4666000008583069
5,1.4674060344696045,0.4762444496154785,1.452375054359436,0.4745999872684479
6,1.443546175956726,0.48624444007873535,1.4307430982589722,0.4828000068664551
7,1.4227356910705566,0.49222221970558167,1.4169570207595825,0.490200012922287
8,1.4056450128555298,0.4990888833999634,1.3995417356491089,0.4959999918937683
9,1.3903096914291382,0.5041333436965942,1.3877384662628174,0.5005999803543091
10,1.3763214349746704,0.5102444291114807,1.3749597072601318,0.5094000101089478
11,1.3638687133789062,0.5137777924537659,1.3638837337493896,0.5139999985694885
12,1.3526899814605713,0.5202666521072388,1.3526380062103271,0.5174000263214111
13,1.3423612117767334,0.5213555693626404,1.3469687700271606,0.5210000276565552
14,1.3329004049301147,0.5269777774810791,1.3377175331115723,0.5234000086784363
15,1.3245691061019897,0.5295110940933228,1.330245018005371,0.5270000100135803
16,1.3160967826843262,0.533644437789917,1.3211164474487305,0.5321999788284302
17,1.308750033378601,0.5378666520118713,1.3148101568222046,0.5342000126838684
18,1.3015061616897583,0.538266658782959,1.3092349767684937,0.5347999930381775
19,1.294701337814331,0.5415999889373779,1.3025821447372437,0.5361999869346619
20,1.2886406183242798,0.5441333055496216,1.2970283031463623,0.5386000275611877
21,1.2824203968048096,0.5457333326339722,1.2928436994552612,0.5432000160217285
22,1.2764497995376587,0.5472888946533203,1.2902015447616577,0.5410000085830688
23,1.2714216709136963,0.550000011920929,1.2832739353179932,0.5440000295639038
24,1.2662463188171387,0.551800012588501,1.2786797285079956,0.5491999983787537
25,1.2610652446746826,0.5539555549621582,1.2742012739181519,0.550599992275238
26,1.2563749551773071,0.5561333298683167,1.2725796699523926,0.5468000173568726
27,1.2520252466201782,0.5575777888298035,1.266289472579956,0.5511999726295471
28,1.2474175691604614,0.5591777563095093,1.2635626792907715,0.5532000064849854
29,1.2433784008026123,0.5611110925674438,1.2614779472351074,0.5550000071525574
30,1.2393320798873901,0.5621111392974854,1.256614327430725,0.5551999807357788
31,1.2354347705841064,0.5634889006614685,1.2535285949707031,0.5547999739646912
32,1.2318410873413086,0.5646222233772278,1.252326488494873,0.5546000003814697
33,1.2284408807754517,0.5662444233894348,1.2473620176315308,0.5580000281333923
34,1.2247363328933716,0.5672444701194763,1.245452642440796,0.5565999746322632
35,1.2215732336044312,0.5696666836738586,1.2438263893127441,0.5573999881744385
36,1.2183054685592651,0.5709778070449829,1.2399567365646362,0.5605999827384949
37,1.2149937152862549,0.5719777941703796,1.2373754978179932,0.5594000220298767
38,1.2120258808135986,0.5731555819511414,1.2350618839263916,0.5618000030517578
39,1.2091764211654663,0.5740222334861755,1.2320170402526855,0.5612000226974487
40,1.2061485052108765,0.5755777955055237,1.2301673889160156,0.5644000172615051
41,1.203367829322815,0.5763777494430542,1.2271920442581177,0.5637999773025513
42,1.2004470825195312,0.5776888728141785,1.2293814420700073,0.5601999759674072
43,1.1979153156280518,0.5782444477081299,1.2247487306594849,0.5663999915122986
44,1.1952497959136963,0.5794666409492493,1.2219992876052856,0.5654000043869019
45,1.1929842233657837,0.5803777575492859,1.2197397947311401,0.5655999779701233
46,1.190299391746521,0.5811777710914612,1.2182426452636719,0.5644000172615051
47,1.1879427433013916,0.5827777981758118,1.2168464660644531,0.5648000240325928
48,1.18584406375885,0.5831999778747559,1.213580846786499,0.5694000124931335
49,1.1834080219268799,0.5840888619422913,1.212996006011963,0.5680000185966492
50,1.1810672283172607,0.5853555798530579,1.2108243703842163,0.5669999718666077
51,1.1787477731704712,0.5856444239616394,1.209694266319275,0.5690000057220459
52,1.1767499446868896,0.5873777866363525,1.2079514265060425,0.5681999921798706
53,1.1747081279754639,0.5877110958099365,1.2067320346832275,0.5685999989509583
54,1.172522783279419,0.5892888903617859,1.204355239868164,0.5708000063896179
55,1.1704550981521606,0.5893333554267883,1.2026925086975098,0.5709999799728394
56,1.1687732934951782,0.5895777940750122,1.2014684677124023,0.5716000199317932
57,1.1666589975357056,0.5918889045715332,1.1992741823196411,0.5722000002861023
58,1.1647241115570068,0.5917999744415283,1.1996541023254395,0.5716000199317932
59,1.1630418300628662,0.591533362865448,1.1973814964294434,0.5722000002861023
60,1.1611778736114502,0.5933333039283752,1.195605754852295,0.5740000009536743
61,1.1594094038009644,0.5941110849380493,1.1960911750793457,0.5722000002861023
62,1.1577662229537964,0.5942888855934143,1.1927075386047363,0.5759999752044678
63,1.1557700634002686,0.5949333310127258,1.1932951211929321,0.5740000009536743
64,1.1542720794677734,0.5960000157356262,1.1903371810913086,0.5763999819755554
65,1.1526038646697998,0.596488893032074,1.1886807680130005,0.5735999941825867
66,1.1510391235351562,0.596311092376709,1.1878632307052612,0.5763999819755554
67,1.1493175029754639,0.5981555581092834,1.186693549156189,0.5741999745368958
68,1.147792100906372,0.59862220287323,1.1869547367095947,0.5738000273704529
69,1.1462498903274536,0.5989333391189575,1.1849443912506104,0.5784000158309937
70,1.1447185277938843,0.5987333059310913,1.1832855939865112,0.5771999955177307
71,1.1432530879974365,0.5988444685935974,1.1825278997421265,0.5776000022888184
72,1.1416829824447632,0.6004444360733032,1.1815407276153564,0.5781999826431274
73,1.1401382684707642,0.6013333201408386,1.1797274351119995,0.5785999894142151
74,1.1386829614639282,0.6021333336830139,1.180107593536377,0.578000009059906
75,1.1374766826629639,0.6028000116348267,1.1796067953109741,0.5806000232696533
76,1.1359721422195435,0.6035333275794983,1.1778432130813599,0.5781999826431274
77,1.1346617937088013,0.6033333539962769,1.1770492792129517,0.5807999968528748
78,1.1332299709320068,0.6035555601119995,1.177365779876709,0.5794000029563904
79,1.1318259239196777,0.6034888625144958,1.1753650903701782,0.5803999900817871
80,1.1306861639022827,0.6047777533531189,1.1725642681121826,0.5830000042915344
81,1.1292498111724854,0.6048444509506226,1.1725205183029175,0.5817999839782715
82,1.1280450820922852,0.6054888963699341,1.1724525690078735,0.5821999907493591
83,1.1267262697219849,0.6060222387313843,1.1705412864685059,0.5824000239372253
84,1.12552809715271,0.605911135673523,1.1699457168579102,0.5807999968528748
85,1.1243818998336792,0.6071777939796448,1.169249176979065,0.5817999839782715
86,1.1230525970458984,0.6072666645050049,1.1682645082473755,0.5831999778747559
87,1.1220043897628784,0.6071777939796448,1.166901707649231,0.5838000178337097
88,1.1206780672073364,0.6087999939918518,1.1667569875717163,0.5857999920845032
89,1.1195300817489624,0.6087333559989929,1.1659533977508545,0.5866000056266785
90,1.1183927059173584,0.6097555756568909,1.165332555770874,0.5843999981880188
91,1.1173429489135742,0.6102889180183411,1.1634867191314697,0.5839999914169312
92,1.1161011457443237,0.6099110841751099,1.1634328365325928,0.5827999711036682
93,1.1149423122406006,0.6100666522979736,1.1637238264083862,0.58160001039505
94,1.1138041019439697,0.6112222075462341,1.1624882221221924,0.5861999988555908
95,1.1128368377685547,0.611311137676239,1.1616250276565552,0.5861999988555908
96,1.111754298210144,0.6113333106040955,1.16048264503479,0.5893999934196472
97,1.110653042793274,0.6118444204330444,1.159468173980713,0.5871999859809875
98,1.1097240447998047,0.6122888922691345,1.1588894128799438,0.5885999798774719
99,1.108698844909668,0.6128666400909424,1.158057689666748,0.5867999792098999
100,1.1075432300567627,0.6130222082138062,1.1568281650543213,0.5860000252723694
101,1.1065669059753418,0.6137333512306213,1.1570193767547607,0.5889999866485596
102,1.1055883169174194,0.6131333112716675,1.1561187505722046,0.5875999927520752
103,1.1045236587524414,0.6144222021102905,1.1553421020507812,0.5899999737739563
104,1.103634238243103,0.6142666935920715,1.1554698944091797,0.5867999792098999
105,1.102720022201538,0.6146000027656555,1.1544991731643677,0.5892000198364258
106,1.1017374992370605,0.6150444149971008,1.153168797492981,0.5910000205039978
107,1.1007755994796753,0.6152889132499695,1.1527881622314453,0.5879999995231628
108,1.099663257598877,0.6161333322525024,1.1524120569229126,0.5896000266075134
109,1.0989018678665161,0.6154888868331909,1.1517925262451172,0.5902000069618225
110,1.098006248474121,0.6156444549560547,1.1508477926254272,0.5896000266075134
111,1.0969455242156982,0.6175333261489868,1.1506723165512085,0.5898000001907349
112,1.0961359739303589,0.6177555322647095,1.1491245031356812,0.5899999737739563
113,1.0951939821243286,0.6162222027778625,1.1489129066467285,0.5910000205039978
114,1.0944076776504517,0.6177555322647095,1.14915132522583,0.5884000062942505
115,1.0934921503067017,0.6185555458068848,1.1480344533920288,0.5907999873161316
116,1.092457890510559,0.6179777979850769,1.1476956605911255,0.5925999879837036
117,1.0918232202529907,0.6181333065032959,1.1473945379257202,0.5910000205039978
118,1.090817928314209,0.6191999912261963,1.1467186212539673,0.5932000279426575
119,1.0900968313217163,0.6187999844551086,1.145110011100769,0.5942000150680542
120,1.0892033576965332,0.6190666556358337,1.1447681188583374,0.5925999879837036
121,1.0884394645690918,0.6191999912261963,1.1447800397872925,0.5929999947547913
122,1.0875639915466309,0.6203110814094543,1.1447006464004517,0.5935999751091003
123,1.086739182472229,0.6202889084815979,1.1438064575195312,0.5956000089645386
124,1.0860759019851685,0.6197111010551453,1.143454909324646,0.5953999757766724
125,1.0851731300354004,0.6213111281394958,1.1425468921661377,0.593999981880188
126,1.0843961238861084,0.6214888691902161,1.1422882080078125,0.5952000021934509
127,1.0836719274520874,0.6215333342552185,1.14155912399292,0.5929999947547913
128,1.0827311277389526,0.621999979019165,1.1407405138015747,0.5952000021934509
129,1.0820330381393433,0.622688889503479,1.1398603916168213,0.5971999764442444
130,1.0812947750091553,0.6222222447395325,1.139611005783081,0.5965999960899353
131,1.0807132720947266,0.6227555274963379,1.1387510299682617,0.597000002861023
132,1.0798007249832153,0.6229110956192017,1.137956976890564,0.5978000164031982
133,1.079099416732788,0.622688889503479,1.1381146907806396,0.5956000089645386
134,1.07830810546875,0.6227555274963379,1.1376972198486328,0.597000002861023
135,1.0776381492614746,0.6241111159324646,1.137473702430725,0.5952000021934509
136,1.0768688917160034,0.6236222386360168,1.1369343996047974,0.5960000157356262
137,1.0762971639633179,0.6240000128746033,1.1368021965026855,0.5964000225067139
138,1.0754667520523071,0.6243333220481873,1.1358401775360107,0.597000002861023
139,1.0747122764587402,0.625177800655365,1.1349658966064453,0.5978000164031982
140,1.0740821361541748,0.6248000264167786,1.1350815296173096,0.5978000164031982
